Token                          Frequency
-----------------------------  ---------
to                                     2
total                                  1
encompasses                            1
inspection                             3
olations                               1
who                                    1
county/country                         1
of                                     8
search                                 1
any                                    1
assessed                               1
information                            2
hours                                  1
agencies                               1
number                                 2
code                                   1
health                                 4
charged                                1
and                                    9
spection                               1
records                                1
administration                         2
enforcement                            1
result                                 1
occupational                           2
scope                                  1
conducting                             1
raise                                  1
vi                                     1
subject                                1
state                                  1
about                                  1
workplace                              1
purpose                                1
protect                                1
includes                               1
penalties                              1
complaints                             1
business                               1
osha                                   3
designed                               1
officer                                1
name                                   1
spent                                  1
all                                    1
office                                 1
parallel                               1
is                                     1
with                                   1
sic                                    1
a                                      3
legislation                            1
as                                     1
the                                    7
in                                     1
safety                                 4
address                                1
their                                  1
also                                   1
employees                              2

Totals:                     60        99
