Token                          Frequency
-----------------------------  ---------
other                                  1
for                                    1
covering                               1
contains                               1
yellow                                 2
non-government                         1
of                                     2
describes                              1
conduct                                1
performance                            1
on                                     1
government                             3
types                                  2
non-audit                              1
financial                              1
programs                               1
promulgates                            1
services                               1
reviews                                1
examinations                           1
such                                   1
organizations                          2
engagements                            2
as                                     1
audit                                  2
the                                    2
attestation                            1
and                                    6
standards                              2
two                                    1
that                                   1
performed                              1
book                                   2
also                                   1
audits                                 3

Totals:                     35        53
