Token                          Frequency
-----------------------------  ---------
opposing                               1
for                                    3
applies                                2
court                                  3
party                                  1
whether                                1
beyond                                 1
of                                     6
although                               1
are                                    1
given                                  1
pending                                1
report                                 6
on                                     1
duties                                 1
fifty                                  1
form                                   1
or                                     3
under                                  1
prepare                                1
26                                     1
include                                1
not                                    1
them                                   1
26(a)(2                                1
will                                   1
each                                   1
some                                   1
expert                                 6
courts                                 1
states                                 1
witness                                2
principle                              1
written                                3
civil                                  2
depending                              1
do                                     1
giving                                 1
counsel                                1
procedure                              1
experts                                2
may                                    2
unfortunately                          1
cases                                  1
a                                      5
should                                 1
produced                               1
standards                              1
differ                                 1
waived                                 1
what                                   1
part                                   1
conversely                             1
to                                     8
but                                    1
provide                                1
by                                     2
been                                   1
must                                   1
prior                                  1
who                                    1
witnesses                              1
parties                                2
any                                    1
comply                                 1
sure                                   1
be                                     2
retained                               1
reports                                2
agreed                                 1
involves                               1
mandatory                              1
requires                               1
and                                    2
that                                   1
involved                               1
often                                  1
called                                 1
require                                2
case                                   2
make                                   1
this                                   2
scope                                  1
have                                   1
testimony                              1
state                                  3
applicable                             1
includes                               1
requirements                           3
another                                1
federal                                3
if                                     2
rule                                   3
issuing                                1
all                                    1
law                                    1
with                                   2
requirement                            1
is                                     1
it                                     1
disclosures                            1
check                                  1
the                                    9
in                                     3
manual                                 1
therefore                              1
which                                  1
directed                               1
an                                     2
their                                  1
specifically                           1
employees                              2

Totals:                    112       181
