Token                          Frequency
-----------------------------  ---------
need                                   1
president                              1
2009                                   1
knowingly                              1
production                             1
laws                                   1
1978                                   1
2011                                   1
defined                                2
international                          1
under                                  2
paragraphs                             1
number                                 1
25                                     1
loan                                   3
3                                      1
system                                 1
1                                      2
30                                     1
territory                              1
fera                                   2
states                                 2
18                                     1
15                                     1
relied                                 1
20                                     1
document                               1
$1,000,000                             1
division                               1
obama                                  1
may                                    1
trust                                  1
a                                     15
renewals                               1
farmers                                1
possession                             1
part                                   1
prohibition                            1
to                                     7
successor                              2
both                                   1
change                                 1
terms                                  1
by                                     3
same                                   1
crop                                   2
must                                   1
commonw                                1
deferment                              1
any                                   16
bank                                   8
be                                     2
prohibits                              1
imprisoned                             1
reports                                1
text                                   1
association                            3
agriculture                            1
willful                                1
repurchase                             1
intended                               2
§                                      1
rural                                  1
and                                    4
that                                   1
ose                                    1
thereof                                1
25(a                                   1
than                                   2
thrift                                 1
examiners                              1
foreign                                1
enforcement                            1
insurance                              5
land                                   3
purchase                               2
through                                1
business                               4
deceived                               1
willfully                              1
farm                                   3
organization                           2
federal                               10
generally                              1
statements                             3
discounts                              1
employee                               1
institution                            2
law                                    4
lending                                1
accounts                               1
makes                                  1
provides                               1
as                                     3
agricultural                           2
recovery                               1
which                                  2
regional                               1
whoever                                1
an                                     2
renewal                                1
they                                   1
1001                                   1
state-chartered                        1
for                                    4
deposit                                2
otherwise                              1
supervision                            1
substitution                           1
corporation                            7
2.243                                  1
of                                    26
are                                    2
among                                  1
report                                 1
on                                     1
false                                  4
housing                                1
commitment                             1
or                                    29
national                               1
mortgage                               2
submitted                              1
board                                  2
include                                1
discount                               1
shall                                  1
not                                    3
insured                                3
operating                              1
reserve                                2
branch                                 1
years                                  1
measures                               1
small                                  3
upon                                   3
home                                   2
chartered                              2
development                            1
columbia                               1
purposes                               1
influence                              1
therefor                               1
federally                              1
union                                  5
103                                    1
district                               1
ealth                                  1
united                                 2
signed                                 1
established                            1
secretary                              1
extension                              1
amends                                 1
finance                                1
but                                    1
1(b                                    1
contains                               1
actually                               1
fraud                                  4
been                                   1
related                                2
u.s.c                                  2
more                                   2
action                                 4
combat                                 1
applications                           2
credit                                14
connection                             1
such                                   2
overvalues                             1
property                               1
statement                              1
fined                                  1
influencing                            2
company                                2
acting                                 1
release                                1
administration                         5
other                                  1
1958                                   1
have                                   1
state                                  1
way                                    2
662                                    1
state-                                 1
security                               2
resolution                             1
includes                               1
investment                             2
officer                                1
purp                                   1
banking                                1
acceptance                             1
cooperatives                           1
office                                 1
application                            2
with                                   2
pursuant                               1
violation                              1
into                                   1
agreement                              2
agency                                 4
the                                   31
in                                     6
provision                              1
section                                8
1014                                   4
manual                                 1
term                                   1
things                                 1
act                                    5
advance                                1
occur                                  1
reinsures                              1

Totals:                    215       482
