Token                          Frequency
-----------------------------  ---------
for                                    2
risks                                  2
determine                              1
particular                             1
visit                                  1
parts                                  1
its                                    1
automates                              1
of                                    10
time                                   1
although                               1
are                                    3
interest                               1
comprehensive                          1
industry                               1
option                                 1
these                                  1
information                            3
or                                     1
offers                                 1
residual                               1
universe                               1
entities                               1
flows                                  1
many                                   1
system                                 1
planning                               2
horizontal                             1
quality                                1
combination                            1
reporting                              4
automate                               1
assurance                              1
next                                   2
data                                   1
made                                   1
use                                    1
hoc                                    1
methodologies                          1
designed                               1
http://paisley.thomsonreuters.com         1
autoaudit                              6
starting                               1
module                                 3
needs                                  1
automation                             1
a                                      4
process-level                          1
back                                   1
helps                                  1
up                                     1
process                                1
point                                  1
integrated                             3
expense                                1
fieldwork                              1
to                                     5
vertical                               1
both                                   1
client                                 1
entity-level                           1
by                                     1
type                                   1
fraud                                  1
identified                             1
has                                    1
scheduling                             1
more                                   1
metrics                                1
primary                                1
any                                    1
user-defined                           1
be                                     2
processes                              2
cycle                                  1
inherent                               1
and                                   11
that                                   1
factors                                1
issues                                 1
workpapers                             1
examiners                              1
obtained                               1
can                                    2
specific                               2
department                             3
one                                    1
issue                                  1
about                                  1
from                                   1
customized                             1
business                               1
risk                                   6
fit                                    1
staff                                  1
following                              1
during                                 2
automatically                          1
all                                    2
functionality                          1
functions                              1
is                                     2
with                                   1
auditable                              1
into                                   2
resource                               1
as                                     1
audit                                  5
the                                   14
addition                               1
in                                     2
methodology                            2
tracking                               1
weights                                1
an                                     3
pushed                                 1
ad                                     1
auditing                               1
modules                                1
assessment                             5
occur                                  1

Totals:                    121       207
