Token                          Frequency
-----------------------------  ---------
to                                     4
amendment                              3
they                                   1
but                                    1
cause                                  1
wiretapping                            1
no                                     1
rights                                 1
by                                     2
where                                  1
people                                 1
expect                                 1
of                                     2
conduct                                1
would                                  1
principal                              1
surveillance                           1
search                                 1
on                                     1
place                                  1
right                                  1
be                                     4
prohibits                              3
such                                   1
or                                     3
privacy                                2
under                                  1
papers                                 1
effects                                1
limitation                             1
seized                                 1
unreasonable                           3
and                                    8
shall                                  2
not                                    1
describing                             1
that                                   1
warrants                               1
particularly                           1
probable                               1
authorities                            1
invading                               1
employers                              1
against                                1
constitutional                         1
violated                               1
upon                                   1
reasonably                             1
videotaping                            1
issue                                  1
secure                                 1
states                                 1
workplace                              1
from                                   1
unreasonably                           1
short                                  1
seizures                               3
supported                              1
employee                               1
is                                     2
houses                                 1
it                                     3
a                                      1
affirmation                            1
as                                     1
the                                    8
searches                               3
in                                     2
persons                                2
oath                                   1
fourth                                 3
things                                 1
public                                 2
their                                  2
searched                               1
employees                              2

Totals:                     76       122
