Token                          Frequency
-----------------------------  ---------
681–690*                               1
01–18                                  1
649*                                   1
627–645                                1
washington                             1
530                                    1
time                                   1
married                                1
florida                                1
2011                                   2
virgin                                 1
050–134                                1
virginia                               2
place                                  2
these                                  2
california                             1
509–515                                1
*                                      1
under                                  1
number                                 4
468–477                                1
1                                      1
232–236                                1
nebraska                               1
wisconsin                              1
602–626                                1
oklahoma                               1
691–699*                               1
766–772                                1
states                                 2
756–763*                               1
date                                   1
six                                    1
idaho                                  1
20                                     1
numbers                                4
589–595                                1
american                               1
arizona                                1
237–246                                1
750–751*                               1
a                                      4
louisiana                              1
tennessee                              1
575–576                                1
pennsylvania                           1
667–675*                               1
young                                  1
223–231                                1
michigan                               1
mariana                                1
new                                    5
004–007                                1
520                                    1
original                               1
chart                                  1
south                                  2
em                                     1
vermont                                1
525                                    1
440–448                                1
reflect                                1
yet                                    1
to                                     3
oregon                                 1
exception                              1
lead                                   1
268–302                                1
700                                    1
600–601                                1
574                                    1
card                                   1
580                                    1
mexico                                 1
596–599                                1
georgia                                1
issuance                               2
and                                    3
helpful                                1
mississippi                            1
700–728                                1
names                                  2
than                                   1
429–432                                1
areas                                  1
islands                                3
examiners                              2
585                                    1
586                                    1
587                                    1
135–158                                1
sex                                    1
illinois                               1
can                                    1
railroad                               2
texas                                  1
505–508                                1
island                                 1
159–211                                1
guam                                   1
name                                   1
above                                  1
008–009                                1
locate                                 1
hawaii                                 1
010–034                                1
at                                     3
654–658*                               1
rhode                                  1
connecticut                            1
listing                                1
there                                  1
an                                     2
646–647                                1
pr                                     1
518–519                                1
employees                              1
540–544                                1
birth                                  3
for                                    3
nine                                   1
people                                 1
of                                    15
676–679*                               1
retirement                             1
help                                   1
minnesota                              1
525–529                                1
are                                    2
449–467                                1
initial                                1
social                                 7
501–502                                1
**                                     1
groups                                 2
arkansas                               1
information                            3
iowa                                   1
puerto                                 2
delaware                               1
752–755*                               1
regarding                              1
not                                    1
many                                   1
318–361                                1
545–573                                1
516–517                                1
carolina                               2
nevada                                 1
521–524                                1
act**                                  1
680*                                   1
enumeration                            1
records                                2
some                                   1
series                                 2
might                                  1
indiana                                1
columbia                               1
503–504                                1
478–485                                1
580–584                                1
040–049                                1
659–665*                               1
ohio                                   1
philippine                             1
montana                                1
362–386                                1
district                               1
3.435                                  1
3.434                                  1
425–428                                1
261–267                                1
retains                                1
utah                                   1
531–539                                1
kansas                                 1
apply                                  1
but                                    1
last                                   1
individual                             2
identifiers                            1
location                               1
648                                    1
jersey                                 1
212–220                                1
wyoming                                1
allocated                              1
where                                  1
fraud                                  2
race                                   1
sources                                2
247–251                                1
more                                   1
age                                    1
486–500                                1
three                                  2
maryland                               1
july                                   1
investigation                          2
applications                           2
digits                                 4
408–415                                1
dakota                                 2
alaska                                 1
issued                                 2
577–579                                1
here                                   1
588*                                   1
samoa                                  1
526–527                                1
hampshire                              1
northern                               1
221–222                                1
applicant                              1
232                                    1
known                                  1
416–424                                1
administration                         2
west                                   1
parents                                1
252–260                                1
have                                   1
one                                    1
issue                                  2
state                                  2
387–399                                1
433–439                                1
security                               7
north                                  2
alabama                                1
was                                    2
kentucky                               1
because                                1
if                                     1
rico                                   2
york                                   1
maiden                                 1
729–733                                1
303–317                                1
with                                   1
application                            1
is                                     2
it                                     1
maine                                  1
1963                                   1
colorado                               1
list                                   1
the                                   12
650–653*                               1
massachusetts                          1
in                                     1
women                                  1
manual                                 2
missouri                               1
address                                1
ployees                                1
001–003                                1
entry                                  1
400–407                                1
special                                1
discontinued                           1
035–039                                1
first                                  2

Totals:                    264       365
