Token                          Frequency
-----------------------------  ---------
total                                  1
$2.2                                   1
2009                                   1
causing                                1
using                                  2
2007                                   2
benefit                                1
tend                                   1
continued                              1
recipient                              1
bribery                                1
ceased                                 1
time                                   3
over                                   1
she                                   10
thereby                                1
2011                                   4
government                             1
these                                  1
asked                                  1
concealing                             1
patterns                               1
death                                  3
told                                   1
169                                    1
companies                              2
he                                    10
frauds                                 4
3                                      1
fee                                    1
overstated                             1
cities                                 1
5                                      1
each                                   1
bills                                  1
computer                               1
taxpayer                               1
made                                   2
cashed                                 1
examiner                               1
fraudulent                             4
attempted                              1
six                                    1
de                                     1
oig                                    1
patient                                2
wrongfully                             2
d.c                                    1
padlocked                              1
converted                              2
a                                     26
kickback                               1
gain                                   1
new                                    1
including                              1
2-½                                    1
days                                   1
having                                 1
public                                 4
$68,000                                1
methods                                1
transactions                           4
assessments                            1
auditor                                1
basis                                  2
$10                                    1
by                                     6
has                                    1
who                                    5
approximately                          1
deceased                               1
had                                    9
proved                                 1
be                                     2
assessed                               1
financial                              5
claims                                14
$196,800                               1
motive                                 1
far                                    1
georgia                                1
convicted                              2
and                                   32
speech                                 2
detection                              2
maximum                                1
names                                  2
against                                1
supplemental                           2
examiners                              4
kickbacks                              2
example                                9
day                                    2
make                                   1
therapy                                2
mobile                                 1
insurance                              4
obtained                               1
bill                                   1
sentences                              1
former                                 2
through                                1
forged                                 1
stole                                  1
indisposed                             1
met                                    1
boarders                               1
statements                             1
disability                             3
pay                                    4
sentenced                              8
buried                                 1
all                                    2
sample                                 1
individuals                            2
law                                    1
mail                                   1
at                                     2
audit                                  2
as                                     1
impersonated                           1
000                                    1
persons                                2
improperly                             1
therefore                              1
moved                                  1
never                                  2
which                                  4
source                                 1
an                                     6
there                                  2
staged                                 1
abetting                               1
assessment                             1
nursing                                2
they                                   4
manager                                1
automobile                             1
nine                                   1
determine                              1
$25,000                                1
forging                                1
stealing                               1
perpetrated                            3
council                                1
of                                    34
help                                   1
minnesota                              1
social                                 9
occurrence                             1
on                                     7
her                                   13
reported                               2
programs                               2
services                               2
or                                     6
identify                               2
submitted                              3
steps                                  1
regarding                              1
health                                 1
include                                2
earlier                                1
them                                   2
performed                              1
will                                   1
month                                  1
medicare                               6
attorney                               1
bodies                                 1
counts                                 1
upon                                   1
home                                   2
indiana                                1
series                                 1
occurred                               1
collusion                              1
claiming                               2
patients                               4
identifying                            1
portion                                1
similar                                1
schemes                                3
dollars                                1
billed                                 1
per                                    1
additional                             1
remains                                1
fraud                                 20
type                                   2
190                                    1
procedures                             2
more                                   3
his                                    5
family                                 1
when                                   1
crimes                                 1
developing                             1
credit                                 1
homes                                  1
fines                                  1
murdering                              2
relative                               1
mother                                 5
fined                                  2
called                                 1
restitut                               1
this                                   3
release                                1
loss                                   1
participating                          1
from                                   7
security                              11
believe                                1
was                                   17
rate                                   1
contracted                             1
able                                   1
if                                     1
treated                                1
spent                                  1
drug                                   1
is                                     2
it                                     1
unearned                               1
therapist                              1
incarcerated                           1
$13,400                                1
seventies                              1
in                                    24
daily                                  1
two                                    2
wife                                   2
act                                    1
$50,000                                1
also                                   3
found                                  7
clinic                                 1
knew                                   1
33                                     1
$17,000                                1
received                               2
34                                     1
checks                                 5
defrauded                              1
washington                             1
although                               1
scheme                                 1
40                                     1
chiropractor                           3
year                                   1
lying                                  1
revenues                               1
california                             1
under                                  3
admitted                               1
became                                 1
always                                 1
rendered                               1
27                                     1
observed                               1
30                                     1
1987                                   1
32                                     1
theft                                  1
next                                   1
states                                 1
16                                     1
difficult                              2
estimate                               1
14                                     1
penalties                              1
5-1/2                                  1
beneficiary                            5
20                                     1
personal                               1
life                                   1
widow                                  1
numbers                                3
lengthy                                1
best                                   1
civil                                  1
improper                               2
•                                      7
imprisonment                           1
documents                              1
whatever                               1
liable                                 1
back                                   1
typifying                              1
jail                                   1
up                                     1
field                                  1
billing                                3
10                                     1
either                                 2
documentation                          1
week                                   1
to                                    36
percent                                2
provide                                1
ssa                                    1
terms                                  1
selecting                              1
ssi                                    3
amount                                 1
after                                  2
care                                   1
supposedly                             1
instance                               1
ion                                    1
however                                1
unable                                 1
submit                                 1
victim                                 1
submitting                             2
possibility                            1
charged                                1
that                                   7
than                                   3
totaled                                1
several                                4
whom                                   1
require                                1
$40,000                                1
illinois                               1
physicians                             1
56                                     1
ranging                                1
federal                                2
performance                            1
surgeries                              1
administrative                         1
thus                                   1
boarding                               1
investigators                          1
provider                               1
medicaid                               1
representative                         1
incarceration                          2
misconduct                             1
upcoded                                1
months                                 2
examining                              1
seven                                  3
supporting                             1
ordered                                4
high                                   1
blind                                  1
out                                    1
employees                              2
flash                                  1
person                                 1
for                                   20
house                                  2
physician                              1
whether                                1
conceal                                1
elsewhere                              1
city                                   2
trea                                   1
are                                    1
excluded                               1
income                                 3
false                                 10
whereabouts                            1
working                                1
plus                                   1
million                                1
dalmane                                1
hours                                  1
random                                 1
aiding                                 1
receiving                              1
without                                2
not                                    1
aggravating                            1
carriers                               1
obtain                                 1
tax                                    2
beneficiaries                          2
years                                  4
ssns                                   2
some                                   2
residents                              1
might                                  2
assisted                               1
examination                            1
pain                                   1
probation                              2
according                              1
paid                                   2
judge                                  1
money                                  1
1.1918                                 1
1.1919                                 1
resigned                               1
millions                               1
1.1916                                 1
regardless                             1
1.1917                                 1
united                                 1
post                                   1
blank                                  1
cases                                  1
repaid                                 1
return                                 1
should                                 1
suspended                              1
prison                                 2
utah                                   1
parole                                 1
based                                  1
sector                                 4
costing                                1
jersey                                 1
submission                             1
been                                   4
restitution                            3
ted                                    1
resident                               1
incidents                              1
were                                  12
police                                 2
$500,000                               1
remedies                               1
woman                                  8
three                                  2
reduction                              1
cards                                  1
work                                   2
throughout                             1
victims                                2
$600                                   1
clerk                                  1
program                                1
company                                4
management                             1
administration                         1
payable                                1
yard                                   1
have                                   2
one                                    4
temporary                              1
state                                  1
slip-and-fall                          1
restaurant                             1
because                                1
accidents                              1
out-of-state                           1
fine                                   1
find                                   1
defendants                             1
office                                 1
cashing                                1
perpetrator                            1
with                                   5
attempting                             1
circumstances                          1
potential                              1
nearly                                 1
the                                   41
families                               1
addition                               1
manual                                 4
endorsements                           1
special                                1
claimed                                1
benefits                               8
$40,800                                1
their                                  4
group                                  1

Totals:                    472      1073
