Token                          Frequency
-----------------------------  ---------
via                                    1
communities                            1
for                                    2
minimal                                1
checks                                 1
deposits                               1
customer                               3
countries                              1
third-party                            1
beyond                                 1
of                                    12
time                                   1
cayman                                 1
liechtenstein                          1
exchange                               3
move                                   2
signs                                  1
information                            2
services                               1
transfer                               1
or                                     6
identify                               1
further                                1
payments                               1
hawala                                 3
might                                  1
typically                              1
made                                   1
use                                    3
indicate                               2
laundering                             2
currency                               1
short                                  1
paid                                   2
apparent                               1
could                                  2
money                                  4
usual                                  1
transfers                              1
•                                      9
flags                                  1
payment                                2
cancellation                           1
a                                      9
haven                                  1
should                                 1
luxembourg                             1
up                                     1
red                                    1
pattern                                1
inconsistent                           1
account                                1
finance                                1
within                                 1
hong                                   1
to                                     6
methods                                1
transactions                           2
lump                                   1
but                                    1
provide                                1
transaction                            1
normal                                 1
kong                                   1
by                                     2
used                                   1
where                                  1
handled                                1
colombia                               1
requests                               1
internationally                        1
when                                   1
value                                  1
investigation                          1
credit                                 1
be                                     1
financial                              1
such                                   2
wire                                   2
letter                                 1
establishment                          1
means                                  1
providing                              1
period                                 1
country                                1
and                                    3
amounts                                2
cash                                   2
islands                                1
several                                1
require                                1
policy                                 3
foreign                                1
large                                  2
other                                  2
trade                                  2
monaco                                 1
sum                                    1
purchase                               1
from                                   2
investment                             1
considered                             1
setting                                1
following                              1
switzerland                            1
various                                1
forms                                  1
between                                1
is                                     2
those                                  1
ethnic                                 1
with                                   2
reluctance                             1
investments                            1
check                                  1
locally                                1
as                                     2
list                                   1
the                                    5
customers                              1
in                                     1
panama                                 1
which                                  2
provided                               1
also                                   1

Totals:                    125       203
