Token                          Frequency
-----------------------------  ---------
expression                             1
stated                                 2
to                                     2
transactions                           1
users                                  1
involve                                1
respects                               3
fraud                                  1
procedures                             2
whether                                2
auditors                               2
related                                1
of                                     4
cover                                  1
level                                  1
are                                    1
any                                    1
performing                             1
three                                  1
2011                                   1
on                                     7
opinion                                1
these                                  1
presented                              2
financial                              2
information                            2
involves                               2
or                                     8
engagements                            4
and                                    1
not                                    4
that                                   2
non-financial                          1
responsibilities                       1
agreed-upon                            1
examiners                              1
conclusion                             1
indicates                              1
management                             1
review                                 1
engagement                             1
consisting                             1
assurance                              1
examination                            1
can                                    1
specific                               1
subject                                5
about                                  2
1.251                                  1
fairly                                 2
depending                              1
types                                  1
conformity                             2
attention                              1
all                                    3
•                                      3
is                                     4
with                                   2
criteria                               4
matter                                 5
expressing                             2
needs                                  1
a                                      2
came                                   1
the                                   13
assertion                              3
in                                     5
attestation                            3
material                               3
manual                                 1
which                                  2
specified                              1
there                                  1
an                                     1
based                                  4

Totals:                     75       159
