Token                          Frequency
-----------------------------  ---------
to                                     3
person                                 2
individual                             3
court                                  2
by                                     2
corporation                            1
relieved                               1
preserve                               1
who                                    1
u.s.c                                  1
of                                     4
confirmed                              1
instrumentality                        1
accomplished                           1
debtors                                1
primary                                1
discharge                              1
partnership                            1
be                                     2
granting                               1
debtor                                 4
defined                                3
objective                              2
or                                     3
under                                  1
reorganization                         1
filing                                 1
101(13                                 1
and                                    2
obtain                                 1
7                                      1
start                                  1
case                                   1
this                                   1
subdivision                            1
have                                   1
subject                                1
dischargeable                          1
municipality                           2
state                                  1
business                               1
11                                     3
title                                  2
chapter                                2
fresh                                  1
debts                                  1
all                                    1
is                                     6
political                              1
a                                     10
as                                     3
agency                                 1
the                                    6
should                                 1
in                                     3
section                                1
plan                                   1
an                                     2
operations                             1
public                                 1

Totals:                     60       109
