Token                          Frequency
-----------------------------  ---------
institutional                          1
deductible                             1
its                                    1
assure                                 1
ready                                  1
although                               1
scheme                                 1
admission                              2
2011                                   1
receives                               1
assignor                               1
these                                  2
supplies                               3
going                                  1
selling                                1
companies                              1
always                                 1
sunglasses                             1
frauds                                 1
divert                                 1
own                                    1
cataract                               1
hospital                               1
reasonably                             1
theft                                  2
typically                              2
made                                   1
collection                             6
fraudulent                             1
indebtedness                           2
patient                                4
refund                                 1
usually                                1
debts                                  1
do                                     1
collections                            1
may                                    3
payment                                1
needs                                  2
a                                      7
cannot                                 1
compensation                           1
original                               1
keep                                   1
to                                    12
tightly                                1
transactions                           1
propensity                             1
remit                                  1
normal                                 1
good                                   1
by                                     2
has                                    5
surgery                                1
amount                                 2
after                                  1
balance                                2
would                                  1
subsequently                           1
care                                   1
pharmaceuticals                        2
be                                     7
financial                              1
charges                                1
monitor                                1
however                                1
so                                     1
receivable                             4
and                                   10
that                                   4
involved                               1
items                                  1
often                                  1
than                                   3
examiners                              1
collect                                3
does                                   2
insurance                              2
can                                    2
prematurely                            1
business                               1
setting                                1
facility                               1
narcotic                               1
generally                              1
pay                                    1
above                                  1
employee                               3
multiple                               1
accounts                               6
percentage                             1
assigned                               2
track                                  1
as                                     1
still                                  1
expected                               1
which                                  1
kits                                   1
an                                     1
determined                             1
they                                   2
for                                    5
street                                 1
perpetrated                            1
canes                                  1
course                                 1
of                                     8
abuse                                  1
are                                    6
refunded                               1
only                                   2
on                                     2
write-off                              1
itself                                 2
sold                                   1
reported                               1
drugs                                  1
or                                     3
bad                                    1
health                                 2
not                                    6
uncollectible                          1
carriers                               1
funds                                  1
will                                   1
upon                                   2
accident                               1
additionally                           1
institutions                           1
vehicle                                1
paid                                   2
patients                               1
stolen                                 2
schemes                                1
responsible                            1
collected                              2
should                                 1
process                                1
billed                                 1
payer                                  1
account                                3
method                                 1
within                                 1
owed                                   1
truly                                  1
proceeds                               1
old                                    4
but                                    1
transaction                            1
being                                  2
fraud                                  3
type                                   1
where                                  2
workers                                1
been                                   3
more                                   3
written-off                            3
compromise                             2
parties                                1
when                                   4
request                                2
credit                                 2
sure                                   1
such                                   1
controlled                             1
agencies                               2
himself                                1
amounts                                2
market                                 1
popular                                1
company                                5
known                                  1
this                                   4
other                                  2
co-payment                             1
allow                                  1
have                                   3
becomes                                1
one                                    2
from                                   1
applicable                             2
because                                2
if                                     2
is                                     4
with                                   1
it                                     1
1.1241                                 1
agency                                 5
the                                   35
addition                               1
in                                     4
balances                               1
manual                                 1
opportunity                            1
also                                   1
occur                                  2

Totals:                    196       389
