Token                          Frequency
-----------------------------  ---------
total                                  4
need                                   1
limited                                2
no                                     1
determine                              1
received                               1
deposits                               1
of                                     5
are                                    3
income                                 1
depreciation                           1
gifts                                  1
2011                                   1
worth                                  1
purchases                              1
repayments                             1
or                                     4
+                                      1
available                              1
like                                   2
loan                                   2
include                                2
salaries                               1
not                                    2
funds                                  6
payments                               1
creditors                              1
=                                      2
made                                   1
3.846                                  1
net                                    6
–                                      1
paid                                   1
sections                               1
illicit                                1
•                                      4
illegal                                1
receipts                               1
settlement                             1
unknown                                1
living                                 1
inheritances                           1
loans                                  1
subtracted                             1
part                                   2
banks                                  1
proceeds                               1
to                                     6
transactions                           1
but                                    2
outlays                                1
by                                     4
same                                   1
fraud                                  1
capital                                1
sources                                4
expenses                               3
ledgers                                1
bank                                   3
investigation                          1
invoices                               1
be                                     2
presented                              1
such                                   1
consist                                1
disbursements                          3
expenditures                           3
rental                                 1
and                                    5
arrive                                 1
assets                                 1
items                                  1
cash                                   4
examiners                              1
known                                  2
insurance                              1
other                                  1
can                                    2
purchase                               1
from                                   7
includes                               1
business                               2
was                                    1
tracing                                1
following                              1
statements                             1
banking                                1
less                                   2
all                                    2
investments                            1
is                                     1
accounts                               1
beginning                              1
check                                  2
at                                     1
as                                     1
the                                    7
in                                     1
balances                               2
ending                                 1
profits                                1
manual                                 1
sheets                                 1
noncash                                1
which                                  2
there                                  1
determined                             4
outlay                                 2
formula                                1

Totals:                    109       193
