Token                          Frequency
-----------------------------  ---------
to                                     4
made—preferably                        1
they                                   3
for                                    2
envelope                               1
court                                  1
by                                     2
received                               7
its                                    1
used                                   1
identified                             1
leaves                                 1
fraud                                  1
where                                  1
must                                   2
handled                                1
of                                     7
over                                   1
were                                   3
turned                                 1
are                                    1
practical                              1
accepted                               1
initial                                1
nondescript                            1
someone                                1
when                                   4
care                                   1
sealed                                 1
preferable                             1
be                                     9
else                                   1
control                                1
marked                                 1
problems                               1
however                                1
form                                   1
so                                     1
or                                     3
dated                                  1
means                                  1
mark                                   2
and                                    2
not                                    1
record                                 2
that                                   2
memorandum                             3
items                                  1
them                                   1
then                                   1
whom                                   1
case                                   1
records                                2
identifier                             1
small                                  1
this                                   4
other                                  1
can                                    3
moment                                 1
evidence                               3
made                                   1
state                                  1
way                                    1
from                                   2
examiner                               1
date                                   1
business                               1
pose                                   1
document                               1
custodian                              1
if                                     2
best                                   1
uniquely                               1
placed                                 1
all                                    1
is                                     7
with                                   1
•                                      4
it                                     5
voluntarily                            1
later                                  2
a                                      5
the                                   14
in                                     3
should                                 5
tick                                   1
initialed                              1
furnished                              1
which                                  1
chain                                  2
interview                              1
what                                   1
item                                   3
original                               2
maintained                             2
custody                                3

Totals:                     96       191
