Token                          Frequency
-----------------------------  ---------
total                                  2
they                                   1
postings                               2
falsify                                1
for                                    2
liability                              1
its                                    1
creates                                1
checks                                 5
stealing                               1
customer                               2
corporation                            1
conceal                                2
receivables                            4
skimming                               1
of                                     6
help                                   1
delinquent                             1
are                                    1
scheme                                 1
among                                  1
2011                                   1
false                                  2
on                                     1
misappropriation                       1
overstating                            1
fraudster                              2
books                                  2
prove                                  1
ends                                   1
forcing                                2
asset                                  1
or                                     1
deposited                              2
prevent                                1
prepare                                1
he                                     4
not                                    1
tax                                    1
simply                                 1
them                                   2
recorded                               1
payments                               5
will                                   1
records                                6
some                                   1
small                                  1
mailed                                 1
theft                                  1
might                                  2
uncovered                              1
imbalance                              2
most                                   1
robbed                                 1
acco                                   1
posted                                 1
identity                               1
personal                               1
aging                                  2
1.413                                  1
receipting                             1
may                                    1
post                                   1
schemes                                1
receipts                               1
a                                      3
dangerous                              1
masse                                  1
process                                1
account                                4
en                                     1
$100,000                               1
taxes                                  1
keep                                   2
to                                     9
transactions                           1
realizing                              1
but                                    3
both                                   1
transaction                            1
being                                  1
by                                     2
fraud                                  1
been                                   1
has                                    1
though                                 1
amount                                 2
balance                                1
were                                   3
would                                  1
his                                    2
when                                   1
approximately                          1
notified                               1
bank                                   1
diverting                              1
unts                                   1
chief                                  1
be                                     1
financial                              2
collecting                             1
victim                                 5
disbursements                          1
receivable                             3
controlled                             1
and                                    4
posting                                1
destroying                             2
that                                   4
company                                4
cash                                   3
examiners                              1
even                                   1
example                                2
match                                  1
this                                   2
does                                   1
payable                                1
irs                                    2
can                                    1
have                                   1
from                                   5
was                                    1
stole                                  3
destroy                                1
hand                                   1
organization                           1
officer                                1
if                                     1
fraudsters                             1
offset                                 1
all                                    2
keeps                                  1
perpetrator                            3
those                                  1
is                                     2
accounts                               2
it                                     4
dividual                               1
equal                                  1
still                                  1
the                                   33
customers                              2
in                                     9
balances                               1
manual                                 1
hides                                  1
never                                  2
which                                  1
charge                                 1
an                                     2
thief                                  1
their                                  1

Totals:                    153       291
