Token                          Frequency
-----------------------------  ---------
employment                             1
for                                    1
treatment                              2
little                                 1
by                                     1
leaves                                 1
recipient                              2
related                                1
of                                     3
retirement                             1
given                                  1
spouse                                 1
when                                   1
governmental                           1
official                               1
government                             2
salary                                 1
responsibility                         1
favorable                              3
be                                     2
or                                     3
intended                               1
relative                               1
and                                    1
executive                              1
promises                               2
company                                2
commonly                               1
position                               1
might                                  3
other                                  1
leaving                                1
private                                1
following                              1
lucrative                              1
forms                                  1
employed                               1
•                                      3
with                                   1
a                                      4
separation                             1
at                                     1
promise                                1
inflated                               2
the                                    5
payer                                  2
take                                   1
an                                     2
service                                1
actual                                 1
benefits                               1
also                                   1

Totals:                     52        78
