Token                          Frequency
-----------------------------  ---------
to                                     4
but                                    1
for                                    4
deductible                             1
of                                     2
are                                    1
providers                              1
care                                   1
responsibility                         1
financial                              1
services                               2
however                                1
forgive                                1
rendered                               1
attract                                1
and                                    2
that                                   1
company                                1
will                                   2
active                                 1
require                                1
make                                   2
insurance                              2
waiver                                 1
co-payment                             1
one                                    1
out-of-pocket                          1
most                                   1
reasons                                1
patients                               2
patient                                1
pay                                    1
contracts                              1
is                                     1
it                                     1
a                                      1
the                                    4
in                                     2
up                                     1
billed                                 1
expense                                1
co-payments                            2
additional                             1
insureds                               1
take                                   1
an                                     1
deductibles                            1
having                                 1
part                                   1
their                                  1

Totals:                     50        68
