Token                          Frequency
-----------------------------  ---------
periods                                1
1.731                                  1
developed                              1
competitors                            8
1.730                                  1
tend                                   2
particular                             7
warehouse                              1
party                                  1
bribery                               19
time                                   4
materials                              3
thereby                                1
salary                                 2
1.729                                  1
incorporation                          1
1.728                                  1
these                                  5
purchaser                              3
&                                      2
offers                                 1
undone                                 1
)                                      1
fee                                    1
purchased                              1
conditions                             1
payments                              43
quality                                3
wealth                                 1
codes                                  1
each                                   2
?                                     13
big                                    1
instruments                            1
audits                                 1
bills                                  3
mistakes                               1
communications                         1
imbalance                              1
refrain                                1
made                                  11
cashed                                 4
fraudulent                             1
interested                             1
currency                               2
authority                              1
usually                                7
debts                                  3
ignore                                 1
ensure                                 1
member                                 1
illegal                                6
a                                    110
fruits                                 2
bars                                   1
consultant                             1
indicators                             1
electronic                             1
specifications                         4
taking                                 4
register                               2
new                                    2
red                                    5
including                              3
utility                                1
days                                   1
s                                      1
unnumbered                             1
public                                 3
advice                                 1
greed                                  1
transactions                          31
basis                                  1
bookkeeper                             1
entity                                 5
lead                                   5
firms                                  1
bypassing                              1
policies                               2
has                                    7
expenses                              11
testifies                              1
medical                                2
personnel                              7
basic                                  4
bank                                  30
invoices                               9
had                                    1
partnership                            2
retained                               1
rebut                                  1
execute                                1
motive                                 2
code                                   1
much                                   1
profile—analysis                       1
information—if                         1
sign                                   1
particularly                          12
involved                               5
miscellaneous                          2
—if                                    1
names                                  1
determining                            1
often                                 13
elected                                1
behavioral                             2
areas                                  1
orders                                 3
kickbacks                              2
make                                   1
large                                  3
deliveries                             2
insurance                              1
deteriorate                            1
deliberately                           1
obtained                               5
connect                                1
indication                             2
legitimate                             6
evidence                               6
planted                                1
remarks                                1
through                                8
analysis                               1
lavish                                 1
business                              39
on-book                                9
released                               1
following                             16
possible                               5
chapter                                3
name                                   4
statements                             7
conspicuously                          1
pay                                    1
showing                                1
tries                                  1
locate                                 2
activity                               1
facilities                             2
keeps                                  2
law                                    1
noticeable                             1
1.721                                  1
colleague                              1
1.720                                  1
inflated                               1
equal                                  1
1.723                                  1
1.722                                  1
1.725                                  1
1.724                                  1
1.727                                  1
1.726                                  1
therefore                              1
1.717                                  1
1.718                                  1
entire                                 1
