Token                          Frequency
-----------------------------  ---------
methods                                1
to                                     3
they                                   1
periods                                1
for                                    1
inordinate                             1
expenses                               2
prior                                  1
balance                                2
of                                     3
time                                   1
are                                    2
comparisons                            2
future                                 1
when                                   2
performing                             1
on                                     1
servicing                              1
budgets                                1
compares                               1
expended                               1
consideration                          1
or                                     3
relation                               1
period                                 1
comparison                             1
and                                    3
conditions                             1
amounts                                1
determining                            1
company                                1
this                                   2
review                                 3
budget                                 1
other                                  1
comparing                              1
one                                    1
analysis                               1
business                               1
complete                               1
generally                              1
consider                               1
and/or                                 1
current                                1
money                                  1
experience                             1
spent                                  1
similar                                1
is                                     1
with                                   2
accounts                               1
marketing                              1
estimates                              2
important                              1
task                                   1
a                                      1
inaccurate                             1
the                                    5
past                                   1
in                                     2
therefore                              1
budgeted                               2
two                                    1
expense                                2
actual                                 1
account                                1
uses                                   1
necessary                              1
historical                             2
operations                             1
based                                  1
changes                                1

Totals:                     72        98
