Token                          Frequency
-----------------------------  ---------
to                                     1
parking                                2
one                                    1
understanding                          1
security                               2
net                                    1
party                                  1
capital                                1
requirements                           1
of                                     2
scheme                                 1
allows                                 1
circumvention                          1
with                                   1
is                                     1
selling                                1
later                                  1
a                                      1
at                                     1
repurchase                             1
the                                    4
seller                                 1
rules                                  1
and                                    1
that                                   1
price                                  1
ownership                              1
practice                               1
an                                     1
agreed-upon                            1
will                                   1
reporting                              1
this                                   1

Totals:                     33        39
