Token                          Frequency
-----------------------------  ---------
to                                    11
individual                             1
change                                 1
etc                                    1
misdirecting                           1
by                                     1
checks                                 2
fraud                                  1
been                                   1
has                                    1
who                                    1
prior                                  1
of                                     3
given                                  1
his                                    2
family                                 1
periodically                           1
request                                1
fictitious                             2
servicing                              2
whereabouts                            1
homes                                  1
be                                     1
support                                2
such                                   1
contract                               4
or                                     4
possibly                               2
issuance                               1
matured                                1
agent                                  2
create                                 2
and                                    2
not                                    2
endowment                              1
that                                   1
record                                 1
them                                   1
affording                              1
company                                1
will                                   1
branch                                 1
addresses                              1
this                                   3
defalcation                            1
does                                   1
insurance                              1
home                                   1
might                                  2
can                                    3
give                                   1
issue                                  1
influence                              1
easily                                 1
purchase                               1
staffer                                1
date                                   1
paid                                   1
reside                                 1
attempts                               1
notification                           1
question                               1
employee                               2
receive                                1
locate                                 1
office                                 1
is                                     2
holder                                 4
check                                  4
policyholder                           1
thus                                   1
a                                      7
at                                     1
assigned                               1
agency                                 1
settlement                             4
as                                     1
unknown                                1
the                                   13
improperly                             1
in                                     1
clerical                               1
up                                     1
either                                 1
orphan                                 3
opportunity                            2
additional                             1
address                                4
transferred                            1
misdirect                              1
changing                               1
an                                     3
group                                  1
their                                  1
also                                   1
employees                              1

Totals:                     96       166
