Token                          Frequency
-----------------------------  ---------
to                                     2
physical                               3
for                                    1
disk                                   1
fraud                                  1
has                                    1
pertains                               1
of                                     6
located                                1
file                                  11
on                                     1
depends                                1
slack                                  3
be                                     1
these                                  1
systems                                2
how                                    1
identify                               1
possibly                               1
organized                              1
designated                             1
number                                 3
investigate                            1
and                                    3
size                                   8
difference                             2
that                                   3
occupies                               1
system                                 1
logical                                4
displayed                              1
clusters                               2
operating                              3
whole                                  1
contain                                2
than                                   1
called                                 2
even                                   1
this                                   2
might                                  1
bytes                                  1
previously-erased                      1
evidence                               2
data                                   1
most                                   2
examiner                               1
from                                   1
space                                  3
smaller                                1
area                                   4
unless                                 1
could                                  2
if                                     1
between                                2
files                                  3
is                                     6
cases                                  1
a                                      6
into                                   1
potential                              1
the                                   19
blocks                                 1
in                                     6
utility                                1
directory                              1
there                                  2
listing                                1
cluster                                1
special                                1
missed                                 1
stores                                 1
occupy                                 1

Totals:                     72       161
