Token                          Frequency
-----------------------------  ---------
analyzing                              2
plastic                                5
incurred                               1
advances                               1
materials                              4
event                                  3
advanced                               6
heed                                   1
generation                             1
&                                      1
asset                                  1
told                                   1
possibly                               4
answer                                 2
sleeve                                 1
regard                                 1
meet                                   4
/                                      1
3                                      6
2                                      3
1                                      4
uncontrolled                           1
median                                 1
7                                      1
authorities                            3
6                                      2
5                                      4
4                                      2
victim(s                               1
9                                      3
8                                      2
components                            12
viewing                                1
?                                     57
wherever                               1
trillion                               1
relief                                 5
transform                              1
renamed                                1
advised                                1
guidelines                             5
times                                  6
guard                                  2
snared                                 1
termed                                 1
experts                                2
formally                               1
d                                      1
b                                      4
non-fraudulent                         1
c                                      2
illegal                                7
a                                    625
interconnects                          1
n                                      1
o                                      1
join                                   1
taking                                 5
w                                      1
1831                                   2
analyze                                4
licensing                              1
1832                                   2
u                                      1
expertise                              3
ports                                  1
red                                    2
s                                      1
days                                   3
leveraging                             1
library                                3
safeguard                              2
advice                                 3
sizes                                  1
resources                             13
unions                                 1
basis                                  1
tool                                   6
entity                                 2
exception                              4
compromising                           1
infected                              25
architecture                           1
policies                               9
sized                                  2
updated                                3
estimated                              1
basic                                  6
internationally                        1
description                            1
reputation                             1
derived                                1
motion                                 1
stating                                1
computer-related                       6
wording                                2
involves                              10
diddling                               2
automatic                              1
derives                                1
§                                      7
jaz                                    1
much                                  10
country                                5
involved                              10
miscellaneous                          1
fewer                                  2
areas                                  3
orders                                 1
spam                                   8
treasury                               1
span                                   1
update                                 4
connect                                3
suspicions                             1
horse                                  3
hacker                                30
complaints                             3
business                              20
completely                             3
following                             20
possible                              24
especially                             3
instructs                              2
alarming                               1
updates                                3
magnitude                              1
assigned                               1
minimize                               1
foolproof                              1
shadows                                1
securing                               5
peruse                                 1
phish                                  4
entire                                 6
which                                 54
advantage                             13
ram                                    2
anyone                                 6
lawful                                 2
$234,244                               1
adding                                 1
accessed                               9
transmitters                           1
liability                             12
rock                                   9
accesses                               3
1.1831                                 1
1.1832                                 1
help                                  11
1.1830                                 1
1.1835                                 1
1.1836                                 1
1.1833                                 1
1.1834                                 1
1.1839                                 1
1.1837                                 1
stored-value                           1
1.1838                                 1
border                                 1
capability                             5
element                                3
support                                9
preparation                            1
exploits                               9
searching                              3
identify                               9
job                                    6
category                               6
1.1820                                 1
patches                                3
1.1821                                 1
1.1822                                 1
verification                           4
1.1823                                 1
1.1824                                 1
1.1825                                 1
1.1826                                 1
1.1827                                 1
steals                                 1
1.1828                                 1
anti-virus                             2
1.1829                                 1
publicly                               1
filters                                1
upon                                   4
hijacking                              2
spanska.4250                           3
television                             1
assistance                             3
disclosing                             2
explicitly                             1
3121–3126                              1
vehicle                                4
executable                             5
thought                                3
easily                                 6
internet-                              1
road                                   1
space                                  5
decision                               4
1.1813                                 1
violations                             9
ascii                                  2
1.1814                                 1
brands                                 1
1.1811                                 1
1.1812                                 1
deviate                                1
destroyed                              3
1.1810                                 1
reside                                 2
rather                                 2
1.1819                                 1
1.1817                                 1
construction                           3
1.1818                                 1
1.1815                                 1
1.1816                                 1
held                                   4
responding                             1
marketing                              3
focuses                                1
officials                              3
life-                                  1
cords                                  1
29.2                                   1
fdic                                   1
1.1802                                 1
1.1803                                 1
clears                                 1
exploited                              1
1.1808                                 1
replicating                            1
1.1809                                 1
1.1804                                 1
telephone                             16
1.1805                                 1
1.1806                                 1
warning                                2
1.1807                                 1
swiftly                                1
wreaked                                1
truly                                  1
single                                 1
9.8%                                   1
disk                                  39
entered                                2
every                                 11
proposition                            1
eight                                  2
2510-2521                              1
conspiring                             2
focused                                2
1.1873                                 1
writes                                 1
penalty                                1
viral                                  2
.com                                   3
subgroup                               2
506                                    3
reviews                                1
authentic                              1
1.1870                                 1
1.1871                                 1
easier                                 1
1.1872                                 1
human-readable                         1
designated                             3
here                                   2
http://www.dhs.gov/xabout/structure/editorial_0839.shtm         1
infringe                               1
unreasonable                           1
embedded                               2
drawbacks                              1
trunk                                  1
clusters                               2
imitate                                1
ecpa                                   2
1.1863                                 1
proceedings                            1
involving                              7
1.1862                                 1
surveys                                1
1.1865                                 1
1.1864                                 1
1.1867                                 1
intercepts                             1
1.1866                                 1
1.1869                                 1
1.1868                                 1
1.1860                                 1
1.1861                                 1
perpetrators                           1
security                              98
pre-                                   1
recourse                               2
while                                 11
sight                                  1
1.1859                                 1
1.1858                                 1
1.1857                                 1
1.1856                                 1
1.1855                                 1
develop                                1
incidence                              1
1.1854                                 1
1.1853                                 1
ill-advised                            1
1.1852                                 1
1.1851                                 1
1.1850                                 1
troubleshooting                        1
repercussions                          1
indian                                 1
offer                                  5
instrument                             8
1.1849                                 1
1.1848                                 1
interceptors                           1
registers                              1
advisor                                2
1.1845                                 1
1.1844                                 1
1.1847                                 1
1.1846                                 1
$50,000                                1
1.1841                                 1
1.1840                                 1
1.1843                                 1
1.1842                                 1
zero-based                             1
discussion                             2
appear                                 2
understand                             1
speculate                              1
maintain                               6
conducted                              7
its                                   29
flow                                   1
production                            13
practices                              3
exactly                                1
although                               3
drink                                  1
powering                               1
secondly                               1
isp                                    3
under                                 25
worms                                  2
calls                                  4
system                               141
commence                               1
confession.doc                         1
thirty                                 1
viruses                               57
cheap                                  1
www.fsecure.com/virus-info/hoax/         1
eliminate                              1
lieu                                   2
day-to-day                             2
minimum                                3
malicious                              7
expensive                              2
downloaded                             4
run                                    9
odds                                   1
trojan                                 3
life                                   3
significant                            3
—                                     19
autonomous                             1
worked                                 1
worker                                 1
pick                                   1
sensitive                             15
•                                    247
documents                             11
trust                                  6
printer                                1
medium                                 1
works                                  9
distinguishing                         1
remain                                 1
printed                                6
literate                               1
overly                                 2
world                                  3
reasonableness                         1
transmittal                            1
donning                                1
become                                10
requiring                              3
must                                  37
necessarily                            3
removal                                1
decades                                1
practical                              2
care                                   2
card                                  27
automating                             1
demand                                 1
exclusively                            1
saved                                  1
vary                                   3
desirable                              1
cash                                   6
saves                                  1
case                                  20
visa                                   1
kiosk                                  1
thumb                                  2
attempt                                8
flux                                   1
irs                                    1
4.5%                                   1
continuously                           3
breach                                 2
pursue                                 1
printouts                              1
performance                            1
vast                                   1
debit                                  9
chip                                   5
delivered                              2
helped                                 1
soon                                   1
seven                                  2
prohibited                             4
automated                              3
birth                                  1
buffers                                3
everything                             6
outgoing                               1
consuming                              1
pins                                   2
transmitted                            2
inadequate                             3
stock                                  3
sadly                                  1
guards                                 1
drive                                 14
trustworthy                            1
performing                             1
credentials                            1
slows                                  1
working                                6
thousands                              3
botnets                                1
illegitimate                           1
like                                  14
receiving                              5
cans                                   1
displayed                              6
say                                    1
combination                            3
years                                 23
some                                  50
defalcation                            1
outside                                9
placement                              1
operates                               3
complexity                             1
link                                   3
constantly                             2
line                                   7
fortunate                              1
proh                                   1
circumstance                           1
words                                  1
maintains                              1
contingencies                          1
pornographic                           1
resolve                                1
inventoried                            2
applying                               4
verbal                                 1
boards                                 1
arrange                                1
amended                                1
inventories                            1
proceeds                               3
restrictions                           1
subjects                               1
connected                              6
heat                                   2
concerns                               4
sources                                2
function                              10
differs                                1
police                                 1
toward                                 2
millennium                             2
shutting                               1
boundaries                             1
fund                                   2
head                                   1
sure                                   4
intellectual                           6
rewarded                               1
offenders                              2
shareware                              2
wants                                  1
policing                               1
cd-roms                                1
batch                                  5
confidentiality                        3
café                                   1
policy                                 4
virus-like                             1
media                                 42
characters                             7
call                                   6
demands                                1
paper                                  9
spreadsheets                           1
virus                                 85
temporary                              1
currently                              3
parked                                 1
another                               17
user-friendly                          3
parker                                 3
full                                   1
pilfering                              1
anti-spyware                           1
dramatic                               1
august                                 1
making                                 8
easiest                                1
eavesdropping                          1
check                                 14
ultimately                             1
protection—the                         1
came                                   1
addition                               8
searches                               1
teach                                  1
soft                                   1
enacted                                5
target                                 5
develops                               1
benefits                               3
group                                  4
bombing                                1
average                                4
formula                                3
freedom                                1
wait                                   1
erasure                                1
becoming                               2
located                                2
features                               3
began                                  1
onically                               1
