Token                          Frequency
-----------------------------  ---------
need                                   2
professionals                          2
treatment                             13
incentive                              1
developed                              1
occurs                                 1
encouraging                            2
practices                              1
nature                                 1
refer                                  2
thyroid                                1
2011                                   1
something                              1
place                                  1
brain                                  1
deep                                   1
discharges                             1
under                                  1
regard                                 1
admitted                               2
sleep                                  1
persuade                               1
payments                               2
own                                    1
hospital                               5
hospitalization                        1
referring                              1
dependent                              1
use                                    2
difficult                              1
ancillary                              1
rewarding                              1
co-                                    1
substance                              2
patient                                7
relationships                          1
•                                     15
may                                    1
flags                                  1
payment                                1
reimburses                             1
a                                      7
admit                                  2
exhibit                                1
outpatient                             1
field                                  1
red                                    1
retrieval/enhancement                  1
allied                                 2
documentation                          1
testing                                1
discovered                             1
overly                                 1
to                                    15
methods                                1
transactions                           1
questionable                           2
basis                                  1
both                                   1
provide                                1
by                                     3
has                                    1
who                                    6
takes                                  1
medical                                1
unlike                                 1
any                                    1
care                                   3
overall                                1
paying                                 3
be                                     1
financial                              3
claims                                 1
psychiatric                           11
far                                    1
economic                               1
lacking                                1
and                                    9
that                                   2
often                                  2
than                                   1
examiners                              1
bonus                                  1
therapy                                5
extending                              1
profitability                          1
insurance                              3
physicians                             2
can                                    1
fare                                   1
accused                                1
acute                                  1
bonuses                                1
child                                  1
following                              1
disability                             1
types                                  1
facilities                             2
at                                     1
provides                               1
as                                     5
provider                               1
memory                                 1
hospitals                              4
which                                  1
coverage                               2
an                                     1
deductibles                            1
manner                                 1
magnet                                 1
very                                   1
employees                              1
they                                   2
person                                 1
abusive                                1
for                                    6
no                                     1
diagnosis                              2
determine                              1
excessive                              1
physician                              2
whether                                1
of                                    17
abuse                                  3
are                                    6
undergo                                1
oriented                               1
on                                     4
credentials                            1
programs                               3
services                               2
problems                               2
illegitimate                           1
admissions                             1
or                                     7
rewards                                1
incentives                             1
like                                   1
health                                 3
without                                1
include                                1
many                                   2
not                                    2
obtain                                 1
abuses                                 1
some                                   2
non-approved                           1
outside                                1
home                                   1
examination                            1
mandate                                1
susceptible                            1
remaining                              1
patients                              11
tests                                  2
allowing                               1
length                                 1
rather                                 1
aggressive                             1
engaging                               1
prospective                            1
rely                                   1
marketing                              3
dangerous                              1
process                                2
symptoms                               1
plane                                  1
led                                    1
additional                             1
waivers                                1
directors                              1
allowed                                1
but                                    1
reflects                               1
fraud                                  6
been                                   1
sources                                1
delaying                               1
when                                   3
diagnosed                              1
linked                                 1
such                                   5
contract                               1
means                                  1
offering                               1
referrals                              4
cobra                                  1
wave                                   1
this                                   1
other                                  3
have                                   4
becomes                                1
state                                  1
nonreferring                           1
from                                   1
clinicians                             3
evaluation                             2
while                                  1
because                                2
order                                  1
illness                                3
finding                                1
treated                                1
develop                                1
forms                                  1
drug                                   1
with                                   2
is                                     7
those                                  1
it                                     2
pressure                               1
1.1240                                 1
synchronization                        1
generating                             1
the                                   16
dependence                             1
in                                     6
manual                                 1
mental                                 1
wrong                                  1
benefits                               1
themselves                             2
their                                  1
alcoholism                             2
occur                                  1

Totals:                    225       459
