Token                          Frequency
-----------------------------  ---------
surface                                1
for                                    3
otherwise                              1
rights                                 1
involve                                1
its                                    1
destroys                               1
party                                  3
impairment                             1
existence                              2
of                                    18
although                               1
detrimental                            1
criminal                               1
on                                     1
2011                                   1
elements                               2
unavailable                            2
prove                                  3
defined                                1
others                                 1
or                                     9
causal                                 2
sanctions                              1
third                                  1
include                                1
few                                    1
3                                      2
2                                      2
damages                                2
1                                      2
probable                               1
6                                      2
5                                      2
4                                      2
2.448                                  1
intentional                            2
some                                   1
upon                                   1
knowledge                              1
jurisdictions                          1
acts                                   1
negligent                              2
courts                                 1
resulting                              1
lawsuit                                7
significant                            2
ve                                     1
usually                                1
civil                                  3
initiation                             1
ability                                1
similar                                1
just                                   1
plaintiff                              1
a                                     12
relationship                           2
valuable                               1
broadly                                1
reckless                               1
defend                                 1
part                                   1
negligence                             1
to                                     9
cause                                  1
individual                             2
aware                                  1
by                                     1
jurisdiction                           1
type                                   1
every                                  1
fraud                                  1
though                                 1
who                                    1
loses                                  2
almost                                 1
his                                    1
when                                   1
any                                    2
action                                 3
spoliation                            11
required                               1
ant                                    1
be                                     1
examinations                           1
claims                                 2
such                                   1
behind                                 1
contractual                            1
and                                    5
destroying                             1
that                                   2
examiners                              1
require                                2
example                                1
case                                   2
legal                                  1
defeat                                 1
alteration                             1
can                                    1
have                                   1
evidence                              12
destruction                            3
about                                  1
theory                                 1
from                                   1
merely                                 1
following                              2
duty                                   1
inability                              2
allows                                 1
during                                 1
generally                              1
preser                                 1
presumes                               1
making                                 1
relevant                               1
defendant                              2
between                                2
law                                    1
is                                     3
separate                               1
it                                     1
makes                                  1
as                                     1
potential                              5
disrupt                                1
the                                   24
intent                                 1
in                                     3
manual                                 1
mutilation                             1
which                                  1
effect                                 1
an                                     1
unintentionally                        1
suit                                   1
claim                                  2
act                                    3
occur                                  1

Totals:                    140       287
