Token                          Frequency
-----------------------------  ---------
greater                                1
appear                                 1
ucr                                    6
higher                                 1
checks                                 1
lesser                                 1
incorporate                            1
time                                   1
nature                                 1
located                                1
correlated                             1
2011                                   3
place                                  1
heed                                   2
serious                                3
bureau                                 2
white-collar                           6
these                                  1
how                                    1
under                                  1
shown                                  1
regard                                 1
he                                     2
counterintuitive                       1
shows                                  1
few                                    1
one-quarter                            1
system                                 1
crime                                 16
persuade                               1
anonymity                              1
wealth                                 2
indicates                              1
reasonably                             1
theft                                  3
typically                              2
jurisdictions                          1
common                                 1
behavior                               1
data                                   1
use                                    1
skews                                  1
states                                 1
embraces                               1
likelihood                             1
entrance                               1
attempted                              2
personal                               1
document                               1
petty                                  1
significant                            1
could                                  1
do                                     2
mention                                1
underage                               1
juvenile                               1
may                                    1
violence                               2
voluntarily                            1
non-negligent                          1
a                                     16
rates                                  1
young                                  1
deterrence                             3
gain                                   1
i                                      3
arrested                               1
what                                   2
tabulating                             1
public                                 1
part                                   5
ago                                    1
agree                                  1
100,000                                1
arbitrary                              1
to                                    20
invariably                             1
ncs                                    1
percent                                1
basis                                  1
least                                  2
offenses                              10
interviews                             1
by                                     6
same                                   1
menacing                               1
has                                    2
amount                                 1
fbi                                    3
questionnaire                          1
would                                  2
commit                                 1
any                                    2
card                                   1
taken                                  1
bank                                   1
l5,000                                 1
instance                               3
sy                                     1
guilt                                  1
be                                     8
reports                                2
however                                1
so                                     1
victim                                 2
likely                                 1
behind                                 1
4.401                                  1
period                                 1
charged                                1
much                                   1
virtually                              2
51,000                                 1
and                                   20
country                                1
decided                                1
upgrade                                1
that                                  15
tourist                                1
often                                  2
against                                1
than                                   4
examiners                              3
case                                   1
example                                1
liquor                                 1
large                                  1
attempt                                1
enforcement                            1
result                                 2
justice                                2
measure                                1
can                                    2
55                                     1
about                                  3
thefts                                 1
statistics                             2
patting                                1
cooperate                              1
addicts                                1
possible                               1
federal                                1
pay                                    2
men                                    1
4.316                                  1
4.317                                  1
all                                    2
individuals                            1
las                                    1
law                                    1
ominous                                1
accounts                               1
uniform                                2
enters                                 1
makes                                  1
at                                     3
as                                     2
you                                    2
persons                                3
needed                                 1
tables                                 1
classrooms                             1
which                                  4
charge                                 1
female                                 1
truancy                                1
provided                               1
categories                             2
somewhat                               2
out                                    1
very                                   2
they                                   5
for                                    9
no                                     4
concern                                1
conducts                               1
otherwise                              1
involve                                1
ncvs                                   1
carried                                1
people                                 1
whether                                1
of                                    21
are                                    8
behaviors                              2
criminal                               3
youngsters                             2
report                                 3
prevention                             3
false                                  1
on                                     8
assault                                1
respondent                             1
reported                               2
games                                  1
information                            1
services                               1
or                                     2
national                               2
done                                   1
submitted                              1
welfare                                1
divides                                1
bad                                    1
researcher                             1
without                                1
out-of-bounds                          1
include                                1
not                                    5
category                               3
traffic                                1
committed                              1
offender                               1
them                                   1
alcohol                                1
burglary                               2
will                                   1
ought                                  1
auto                                   1
some                                   1
might                                  2
experiences                            1
put                                    1
punishment                             2
compiles                               1
plead                                  1
purposes                               1
most                                   4
stranger                               1
statistical                            1
violations                             1
robbery                                1
rather                                 1
annually                               1
rape                                   5
readily                                2
united                                 1
male                                   1
characteristics                        1
confidence                             1
figures                                3
should                                 1
aggravated                             1
specified                              1
per                                    2
omit                                   1
fall                                   1
classification                         1
capita                                 1
account                                1
within                                 1
vegas                                  1
based                                  1
arrests                                1
buy                                    1
being                                  1
determination                          1
compilations                           1
show                                   2
study                                  1
victimization                          3
studies                                1
every                                  1
fraud                                  8
together                               1
though                                 2
more                                   5
results                                1
police                                 3
when                                   3
action                                 1
crimes                                 4
official                               1
survey                                 2
investigation                          1
credit                                 1
mandated                               1
administered                           1
seriously                              2
census                                 1
murder                                 1
victims                                1
juveniles                              1
offenders                              1
positively                             1
comparison                             1
picture                                1
persuaded                              1
policing                               1
decreases                              1
called                                 2
surveys                                3
known                                  2
this                                   1
passing                                1
uneducated                             1
other                                  1
have                                   1
manslaughter                           1
self-report                            2
departments                            1
way                                    1
highlighted                            1
includes                               3
add                                    1
recourse                               1
while                                  1
was                                    1
considered                             1
because                                2
headings                               1
fit                                    1
share                                  1
rate                                   1
resolved                               1
order                                  1
forcible                               2
extent                                 1
if                                     2
increases                              1
overlooked                             1
offense                                3
underreporting                         1
major                                  1
drug                                   1
larceny                                2
is                                    10
with                                   4
it                                     4
political                              1
added                                  1
matter                                 1
decade                                 1
legislators                            1
poor                                   1
ii                                     2
into                                   4
agency                                 1
list                                   1
the                                   48
demographic                            1
in                                    13
inclusion                              1
manual                                 3
illustrates                            1
arson                                  2
identification                         1
guarantee                              1
forgery                                1
interviewed                            1
stem                                   1
also                                   2
average                                1
found                                  1
influx                                 1

Totals:                    355       728
