Token                          Frequency
-----------------------------  ---------
to                                     7
person                                 2
individual                             1
for                                    3
actually                               1
ghost                                  9
must                                   5
who                                    2
of                                     2
paychecks                              2
personnel                              1
scheme                                 1
someone                                1
fictitious                             1
when                                   1
on                                     1
converts                               1
fraudster                              2
happen                                 1
be                                     6
these                                  1
work                                   3
information                            1
victim                                 2
or                                     5
issued                                 1
relative                               1
and                                    2
3                                      1
not                                    2
2                                      1
1                                      1
falsification                          1
simply                                 1
generated                              1
often                                  1
4                                      1
company                                1
then                                   1
records                                1
causes                                 1
friend                                 1
does                                   2
timekeeping                            1
payroll                                3
employer                               1
paycheck                               1
through                                1
real                                   2
rate                                   1
wage                                   1
order                                  1
four                                   1
employee                               3
perpetrator                            2
may                                    1
is                                     2
delivered                              1
it                                     1
check                                  1
added                                  1
collected                              1
a                                      8
the                                   14
refers                                 1
in                                     1
accomplice                             2
see                                    1
term                                   1
an                                     2
things                                 1
flowchart                              1
employees                              2

Totals:                     73       143
