Token                          Frequency
-----------------------------  ---------
to                                     2
person                                 1
provide                                1
last                                   1
for                                    3
fraud                                  2
sources                                1
who                                    1
of                                    11
vacant                                 1
police                                 1
schools                                1
estimated                              1
verified                               1
any                                    1
when                                   1
buildings                              1
value                                  1
2011                                   1
on                                     2
investigation                          1
courthouses                            1
piece                                  2
these                                  1
listed                                 3
information                            2
notary                                 1
searching                              1
or                                     2
property                               7
providing                              1
always                                 1
and                                    2
further                                1
3.420                                  1
tax                                    3
ownership                              1
names                                  1
owner                                  1
examiners                              1
attorney                               1
records                                4
upkeep                                 1
idea                                   1
other                                  1
can                                    1
counties                               1
purposes                               1
land                                   1
landowners                             1
examiner                               1
another                                1
real                                   1
identity                               1
if                                     1
name                                   2
pay                                    1
frequently                             1
look                                   1
•                                      3
is                                     2
documents                              2
a                                      2
potential                              1
the                                   13
unknown                                1
addition                               1
should                                 1
in                                     1
manual                                 1
new                                    1
charge                                 1
source                                 1
additional                             1
an                                     1
public                                 2
their                                  1
themselves                             1
taxes                                  2

Totals:                     79       131
