Token                          Frequency
-----------------------------  ---------
to                                     1
might                                  1
reimbursements                         1
perpetrators                           1
save                                   1
generate                               1
for                                    4
use                                    1
way                                    1
receipt                                1
by                                     3
from                                   1
party                                  1
claiming                               1
unwarranted                            1
was                                    1
expenses                               2
another                                2
of                                     1
were                                   1
paid                                   2
request                                1
employee                               1
instance                               1
meal                                   2
reports                                1
is                                     1
others                                 2
a                                      1
receipts                               1
submitting                             1
reimbursement                          1
the                                    3
himself                                1
that                                   2
expense                                1
then                                   1
an                                     1
actual                                 1

Totals:                     39        52
