Token                          Frequency
-----------------------------  ---------
to                                     2
transactions                           1
provide                                1
basis                                  1
for                                    2
regulations                            1
by                                     1
compliance                             5
officer(s                              1
fraud                                  1
auditors                               1
of                                     2
adopted                                1
personnel                              1
1.1641                                 1
on                                     1
2011                                   1
be                                     1
financial                              1
designates                             1
that                                   2
system                                 1
program                                1
bsa                                    2
examiners                              2
treasury                               1
outside                                1
day-to-day                             1
minimum                                2
laundering                             1
training                               1
controls                               1
establishes                            1
and/or                                 1
written                                1
money                                  1
internal                               2
all                                    1
ensure                                 2
•                                      4
with                                   1
a                                      4
at                                     1
provides                               2
should                                 1
manual                                 1
standards                              1
independent                            1
ongoing                                2
an                                     1
testing                                1

Totals:                     51        72
