Token                          Frequency
-----------------------------  ---------
1003                                   2
to                                     5
but                                    1
both                                   2
for                                    1
knowingly                              1
by                                     1
received                               1
fraud                                  2
wages                                  1
related                                1
u.s.c                                  1
of                                     4
more                                   2
criminalizes                           1
2.241                                  1
any                                    5
value                                  1
power                                  1
2011                                   1
false                                  1
year                                   1
be                                     3
sold                                   1
imprisoned                             2
so                                     1
or                                    16
dividend                               1
under                                  2
he                                     1
§                                      1
shall                                  2
and                                    1
not                                    3
1                                      1
obtain                                 1
fined                                  2
thereof                                2
than                                   2
against                                2
examiners                              1
due                                    1
years                                  1
attorney                               1
pension                                1
this                                   3
virtue                                 1
does                                   1
obtained                               2
demands                                3
other                                  1
have                                   2
one                                    1
18                                     1
states                                 4
sum                                    2
from                                   1
$100                                   1
fraudulently                           1
fraudulent                             1
endeavors                              1
stocks                                 1
forged                                 1
annuity                                1
attempted                              1
authority                              1
title                                  2
paid                                   1
share                                  1
gratuity                               1
if                                     1
money                                  1
counterfeited                          1
making                                 1
law                                    2
statute                                1
united                                 4
five                                   1
conveyed                               1
debt                                   1
exceed                                 1
assigned                               1
provides                               1
instrument                             1
the                                    8
in                                     1
section                                1
manual                                 1
transferred                            1
whoever                                1
public                                 1
part                                   3
specifically                           1

Totals:                     93       158
