Token                          Frequency
-----------------------------  ---------
using                                  2
havens                                 1
checks                                 1
countries                              2
washington                             1
hide                                   1
cayman                                 1
2011                                   2
year                                   1
points                                 1
commission                             1
these                                  1
intelligence                           1
asset                                  1
how                                    1
possibly                               1
international                          3
number                                 1
available                              3
he                                     2
shows                                  1
requested                              1
fincen                                 1
try                                    1
review                                 1
retail                                 1
jurisdictions                          2
simple                                 1
data                                   1
use                                    2
states                                 2
examiner                               1
difficult                              1
commerce                               3
traveled                               1
ronald                                 1
illicit                                2
times                                  1
refund                                 1
do                                     1
customs                                1
checking                               1
targets                                1
sophisticated                          2
look                                   1
direct                                 1
experts                                1
•                                     12
transfers                              2
may                                    3
a                                     15
back                                   1
l                                      1
historically                           1
front                                  1
mendell                                1
new                                    1
expertise                              1
newspapers                             2
profiles                               1
competitor                             1
returned                               1
maintained                             1
brokers                                1
world                                  5
banks                                  3
methods                                1
to                                    14
transactions                           3
resources                              1
mastercard                             1
provide                                1
by                                     4
impossible                             1
same                                   1
has                                    1
who                                    2
after                                  1
basic                                  1
any                                    1
bank                                   6
be                                     3
documented                             1
financial                              2
suggests                               4
overnight                              1
text                                   1
get                                    1
and                                    9
country                                3
investigations                         1
that                                   1
assets                                 5
involved                               1
often                                  2
cash                                   1
islands                                1
examiners                              3
several                                1
securities                             1
foreign                               13
visa                                   1
internet                               2
large                                  1
does                                   1
attempt                                2
can                                    2
trade                                  2
department                             1
dealing                                1
about                                  2
purchase                               1
through                                4
trustee                                2
regions                                1
business                               3
businesses                             4
tracing                                2
following                              2
chapter                                1
name                                   2
multiple                               1
locate                                 2
all                                    2
top                                    1
employed                               1
institution                            1
mail                                   1
accounts                               3
communication                          1
as                                     6
provides                               3
you                                    1
secrecy                                1
personally                             1
foreign-country                        1
which                                  2
take                                   1
service                                1
cashier                                1
manager                                1
for                                    3
deposit                                1
determine                              1
$25,000                                1
people                                 1
whether                                1
of                                    16
euromoney                              1
are                                    2
directories                            2
sales                                  1
consulates                             2
on                                     7
state-run                              1
lexisnexis                             1
commercial                             1
move                                   1
texts                                  1
information                            6
services                               1
identify                               1
or                                    11
steps                                  1
overseas                               2
goal                                   1
many                                   1
not                                    2
traced                                 1
obtain                                 3
funds                                  1
tax                                    1
now                                    1
will                                   1
attorney                               1
records                                3
small                                  2
some                                   3
might                                  4
europe                                 1
america                                1
subject                                7
institutions                           1
d&b                                    1
most                                   1
publishes                              1
engage                                 1
buying                                 1
starting                               1
united                                 2
articles                               1
post                                   1
mail-order                             2
access                                 1
should                                 2
sending                                1
leonard                                1
item                                   1
magazines                              2
account                                3
europa                                 1
canceled                               1
but                                    1
send                                   1
offshore                               8
subjects                               2
u.s                                    3
contains                               1
him                                    1
travel                                 2
fraud                                  3
been                                   2
sources                                1
accomplished                           1
his                                    4
when                                   1
fictitious                             1
useful                                 1
investigation                          2
antilles                               1
credit                                 1
cards                                  1
passports                              2
3.851                                  1
3.850                                  1
such                                   3
wire                                   1
global                                 1
means                                  2
500                                    2
popular                                1
involving                              1
locating                               2
other                                  4
expansion                              1
have                                   2
appoint                                1
way                                    1
from                                   2
guides                                 1
online                                 2
chambers                               2
officer                                1
if                                     3
switzerland                            1
york                                   1
fuld                                   3
is                                     4
with                                   4
envelopes                              1
it                                     3
check                                  4
engages                                1
agency                                 1
list                                   1
the                                   38
offer                                  2
in                                    13
domestic                               1
netherlands                            1
database                               1
around                                 1
manual                                 2
panama                                 1
latin                                  1
target                                 1
book                                   4
their                                  2
searched                               1
also                                   3

Totals:                    270       576
