Token                          Frequency
-----------------------------  ---------
using                                  1
door                                   1
equipment                              3
of                                     2
over                                   2
telecommunication                      1
guards                                 1
on                                     2
information                            1
secured                                1
or                                     2
prevent                                1
meet                                   1
include                                2
system                                 3
logical                                2
disclosure                             1
unauthorized                           2
computer                               3
hardware                               1
communications                         1
data                                   2
use                                    1
ensuring                               1
protect                                1
computers                              2
critical                               1
personal                               1
telecommunications                     1
easy                                   1
1960s                                  1
1970s                                  1
sensitive                              1
ensure                                 2
direct                                 1
•                                      6
a                                      3
implemented                            1
access                                 9
terconnected                           1
should                                 2
controllers                            1
telephone                              1
world                                  1
to                                     5
physical                               3
users                                  1
provide                                1
location                               1
reliability                            1
by                                     1
where                                  1
must                                   1
were                                   1
software                               1
someone                                1
any                                    1
be                                     2
systems                                1
sign-on                                1
connection                             1
appropriate                            1
damage                                 1
meant                                  1
physically                             1
and                                    8
sign                                   1
that                                   2
evolved                                1
this                                   1
room                                   1
can                                    2
loss                                   1
today                                  1
achieve                                1
security                               1
from                                   1
requirements                           1
network                                3
was                                    1
online                                 2
controls                               3
following                              1
servers                                1
real-time                              1
availability                           1
is                                     1
with                                   1
it                                     1
definition                             1
lock                                   1
as                                     1
dial-up                                1
refers                                 1
the                                    6
addition                               1
in                                     4
objectives                             1
there                                  1
user                                   1
forget                                 1

Totals:                    101       162
