Token                          Frequency
-----------------------------  ---------
individual                             1
location                               1
for                                    1
e-mail                                 1
yellow                                 2
fraud                                  1
sources                                1
has                                    2
of                                     2
more                                   3
2011                                   1
on                                     1
investigation                          1
industry                               1
financial                              3
information                            2
fax                                    1
26,000                                 1
4,000                                  1
indexes                                1
board                                  2
and                                    5
that                                   1
leading                                1
names                                  1
than                                   3
titles                                 1
examiners                              1
outside                                1
institutions                           1
contact                                1
organization                           1
complete                               1
numbers                                1
name                                   1
—                                      1
3.472                                  1
four                                   1
members                                2
lists                                  1
560                                    1
is                                     1
a                                      1
at                                     1
the                                    4
geographical                           1
semi-annual                            1
manual                                 1
including                              2
address                                1
directory                              3
book                                   2
executives                             2
also                                   1
telephone                              1

Totals:                     55        79
