Token                          Frequency
-----------------------------  ---------
need                                   1
reliable                               5
causing                                1
holding                                1
predicate                              1
designation                            2
particular                             6
accounting                             1
becoming                               1
time                                   1
reliably                               2
speculation                            2
advanced                               1
thereby                                1
2011                                   5
these                                  4
demonstrated                           1
he                                     1
meet                                   1
3                                      1
further                                1
2                                      1
1                                      1
pre-trial                              1
discovery                              1
review                                 1
idea                                   1
knowledge                              6
before                                 6
kumho                                  2
made                                   2
accordingly                            1
aid                                    1
commerce                               1
drawing                                1
relied                                 3
training                               5
sufficiently                           3
usually                                1
current                                1
foundation                             2
left                                   2
do                                     1
trial                                  6
experts                                9
g                                      1
may                                   12
firm                                   1
organizations                          1
a                                     39
lawyers                                1
insufficient                           1
standards                              5
v                                      4
licensing                              1
expertise                              2
including                              1
what                                   5
base                                   2
exists                                 1
non-exclusive                          1
526                                    1
methods                                4
easing                                 1
basis                                  2
least                                  1
qualifying                             1
qualify                                2
by                                    18
long                                   1
has                                    7
who                                    1
would                                  4
facts                                 13
any                                    3
703                                    3
opinion                                9
702                                    5
motion                                 2
579                                    1
pharmaceuticals                        2
had                                    2
be                                    24
primarily                              1
unsupported                            1
likely                                 1
cy                                     1
sanction                               1
contractual                            1
accountant                             2
and                                   23
co                                     1
detection                              1
factors                                3
determining                            3
often                                  4
serving                                1
against                                1
assumptions                            4
examiners                              8
educational                            1
example                                2
opinions                               6
make                                   4
large                                  1
thing                                  1
enforcement                            1
does                                   2
remember                               1
department                             1
set                                    5
137                                    1
evidence                              15
dealing                                1
understanding                          2
perceived                              1
education                              7
tested                                 1
business                               1
response                               1
following                              1
generally                              1
showing                                2
trier                                  3
experience                            10
defendant                              1
reached                                1
law                                    7
requirement                            1
lay                                    1
at                                    12
as                                    26
methodology                            2
therefore                              1
which                                  4
ap                                     1
an                                    37
there                                  2
proposed                               1
venture                                4
adding                                 1
they                                   4
inference                              2
supreme                                5
no                                     2
determine                              6
otherwise                              2
court                                 11
highlight                              1
sufficient                             4
of                                    47
given                                  1
report                                 1
only                                   1
on                                    18
fully                                  2
itself                                 1
element                                1
or                                    46
questions                              2
zones                                  2
include                                2
publications                           1
skill                                  3
performed                              1
inadmissible                           2
will                                   7
daubert                                7
governs                                2
upon                                   7
expert                                61
raised                                 1
subject                                3
most                                   3
normally                               1
allowing                               1
supported                              2
published                              1
counsel                                3
articles                               1
marketing                              2
exclude                                3
appearing                              1
product                                2
concluded                              1
method                                 1
within                                 1
produce                                1
qualified                             12
stated                                 2
determinations                         1
individual                             1
recognition                            1
being                                  2
reliability                            1
u.s                                    2
entered                                2
study                                  1
actually                               1
type                                   2
fraud                                  7
accountants                            2
well-qualified                         1
related                                1
prior                                  1
more                                   3
inc                                    3
when                                   1
$1.4                                   1
someone                                1
value                                  1
underlying                             1
litigation                             1
competence                             1
joint                                  4
challenges                             1
resolving                              1
509                                    1
such                                   2
contract                               2
means                                  1
assist                                 5
professional                           7
tire                                   2
issue(s                                1
hearsay                                1
enjoys                                 1
forming                                2
called                                 1
involving                              1
permits                                1
mere                                   1
this                                   7
societies                              1
firsthand                              2
theory                                 3
subjected                              1
from                                   3
includes                               1
stage                                  1
was                                    3
considered                             1
rate                                   1
allows                                 1
if                                     7
testifyin                              1
read                                   1
relevant                               7
peer                                   1
is                                    31
those                                  4
it                                    11
conveyed                               1
similarly                              1
important                              3
importantly                            1
into                                   1
list                                   2
in                                    44
profits                                1
certification                          1
two                                    2
opportunity                            1
scientific                             5
act                                    1
tenden                                 1
also                                   1
smart                                  1
technique                              4
limited                                1
understand                             3
honors                                 1
greater                                1
dow                                    2
its                                    2
obligations                            1
practices                              1
although                               2
danger                                 1
interest                               1
happen                                 1
preparing                              1
books                                  2
how                                    1
under                                  2
admitted                               2
admitting                              1
titled                                 1
reads                                  1
advo                                   1
30                                     1
simply                                 1
own                                    1
advocate                               1
assumed                                1
reasonably                             2
