Token                          Frequency
-----------------------------  ---------
incentive                              1
developed                              1
answered                               2
passengers                             2
event                                  1
florida                                1
canned                                 1
possibly                               3
answer                                 1
few                                    1
purchased                              4
fee                                    2
authorities                            1
arranged                               1
quality                                3
payments                               7
?                                     61
steady                                 2
relies                                 1
judgment                               2
relying                                1
truck                                  1
comparing                              2
made                                   7
accordingly                            1
secondary                              1
storefront                             1
fraudulent                             4
needing                                1
advised                                1
usually                                9
recoveries                             1
markets                                1
a                                    221
lawyers                                4
analyze                                1
new                                   20
including                              1
red                                    3
days                                   1
having                                 6
cashes                                 1
reluctant                              1
basis                                  5
caatts                                 1
change                                 5
regulations                            1
exception                              2
entity                                 1
took                                   1
lead                                   2
pecuniary                              1
policies                              17
expenses                               2
personnel                              3
medical                               20
height                                 1
estimated                              2
processing                             1
derived                                1
involves                               8
yielding                               1
indicating                             1
double                                 1
preferred                              1
much                                   5
rural                                  1
country                                3
involved                               5
particularly                           2
manipulations                          1
often                                  1
revised                                1
override                               1
areas                                  1
orders                                 1
make                                   5
coverages                              4
indication                             1
through                                6
business                              17
following                              4
possible                               5
especially                             4
tries                                  1
reached                                1
mail                                   2
homeowners                             1
assigned                               2
inflated                               4
minimize                               1
securing                               1
main                                   1
hospitals                              1
entire                                 1
which                                 14
ran                                    1
reimburse                              1
suspicious                             4
jobs                                   1
lower                                 12
liability                              4
carried                                1
wholesale                              1
social                                 1
recently                               2
report                                10
laboriously                            1
carrier                                4
misclassify                            1
reported                              16
support                                3
cappers                                2
job                                    7
phantom                                2
bonds                                  4
downloading                            1
health                                13
vacation                               1
burglary                               6
branch                                 1
scene                                  1
upon                                   1
indeed                                 1
speeds                                 1
uncovered                              1
vehicle                               34
easily                                 3
road                                   1
space                                  1
jog                                    1
tombstones                             1
tests                                  1
destroyed                              2
reside                                 1
rather                                 1
mobility                               1
construction                           3
marketing                              1
unknown                                1
pressures                              2
recall                                 1
club                                   1
telephone                              1
literally                              1
apply                                  1
noncompliance                          1
monday                                 2
disa                                   1
contains                               1
where                                 14
every                                  1
furniture                              1
almost                                 1
exceeds                                1
conspiring                             1
surveillance                           1
fictitious                            13
action                                 3
writes                                 2
contract                               6
damage                                 4
designated                             1
misspelled                             1
$700                                   1
filing                                 2
non-payment                            1
corporate                              2
involving                              2
proceedings                            1
accelerant                             1
perpetrators                           2
security                               1
requirements                           1
investment                             1
while                                  7
rate                                   4
drug                                   2
into                                  13
problem                                2
offer                                  1
daily                                  1
entertainment                          3
rid                                    1
identification                         2
indemnifies                            6
$50,000                                1
claimant                              15
professionals                          1
leasing                                1
appear                                 3
clinic                                 1
treatment                              9
drywall                                2
etc                                    4
conducted                              1
flow                                   2
its                                    7
production                             1
exactly                                1
although                               1
hide                                   1
communicate                            1
year                                   1
signs                                  3
x-rays                                 1
relatively                             1
miami                                  1
under                                  6
part-time                              3
indicated                              1
calls                                  2
observes                               1
observed                               1
system                                 3
documentary                            1
indicates                              2
mailed                                 1
machinery                              1
press                                  1
minimum                                1
fails                                  2
accordance                             1
advise                                 2
tissue                                 1
expensive                              5
run                                    4
absolute                               1
life                                   8
significant                            1
truth                                  1
—                                      8
written                                1
worker                                 1
pick                                   1
•                                    110
sentimental                            1
delayed                                1
documents                             10
rates                                  7
alter                                  2
originals                              1
quickly                                1
reflect                                1
progress                               1
entice                                 1
cemetery                               1
become                                 2
repeatedly                             1
perform                                1
must                                   3
descriptions                           2
friends                                1
subsequently                           1
cars                                   3
care                                   6
presented                              1
enabled                                1
places                                 1
preliminary                            1
vary                                   1
irregularities                         3
shares                                 1
cash                                   8
several                                4
maximize                               1
case                                   2
early                                  2
legal                                  5
leaving                                2
performance                            2
strenuous                              1
unusual                                2
accidental                             4
question                               1
administrative                         2
multiple                               3
placed                                 1
uncooperative                          1
helped                                 1
soon                                   2
clerical                               3
representative                         2
high-risk                              3
high                                   5
scam                                   1
very                                   8
birth                                  2
likewise                               1
instructed                             1
everything                             2
certificate                            4
exhibits                               1
accepted                               2
drive                                  2
performing                             1
servicing                              2
whereabouts                            1
industry                               2
working                                8
low-rate                               1
sold                                   4
boise                                  1
random                                 1
again                                  2
like                                   2
many                                   4
not                                   46
now                                    1
start                                  2
bearing                                1
years                                  4
some                                   7
defalcation                            2
outside                                1
firefighter                            2
housekeeping                           1
purposes                               1
techniques                             3
start-up                               1
computers                              1
authorizes                             1
purposely                              2
hypothetical                           1
end                                    1
authorized                             1
coordinate                             1
payee                                  1
payees                                 1
already                                1
limb                                   1
process                                1
broken                                 2
injury                                22
broker                                 1
lowest                                 1
proceeds                               1
transaction                            1
skip                                   1
differs                                1
$300,000                               1
police                                 9
toward                                 1
$500,000                               1
p.o                                    1
spinal                                 1
fund                                   2
head                                   1
throughout                             1
agencies                               1
reportable                             1
wants                                  1
injuries                              12
representation                         1
policy                                18
town                                   1
known                                  7
ditching                               2
demands                                1
increased                              1
paper                                  4
issue                                  4
state                                  4
temporary                              1
slip-and-fall                          1
experiencing                           1
interfere                              1
because                                6
another                                4
details                                2
full                                   2
increases                              1
august                                 1
making                                 3
certificates                           4
check                                 13
came                                   2
addition                               1
soft                                   1
address                               16
facing                                 1
special                                1
benefits                               4
group                                  5
need                                   1
total                                  3
chronologically                        1
using                                  4
photograph                             1
benefit                                4
shipment                               1
higher                                 8
colliding                              1
erasure                                1
missing                                4
free                                   1
over                                   8
located                                1
