Token                          Frequency
-----------------------------  ---------
2008                                   1
medica                                 1
for                                    2
no                                     2
fy                                     1
curb                                   1
its                                    2
of                                     5
abuse                                  1
help                                   1
apprised                               1
are                                    2
excluded                               1
levels                                 1
refer                                  1
1977                                   1
2011                                   1
on                                     2
only                                   2
government                             3
thereafter                             1
programs                               1
identify                               1
or                                     2
under                                  1
establishing                           2
health                                 1
receiving                              1
investigate                            2
not                                    1
operating                              1
will                                   1
certifying                             2
medicare                               1
own                                    1
each                                   2
years                                  1
neglect                                1
states                                 3
costs                                  1
according                              1
authority                              1
patients                               1
rolling                                1
convictions                            1
united                                 1
stringently                            1
schemes                                2
cases                                  2
prosecute                              1
a                                      2
90                                     1
up                                     1
recovered                              1
keep                                   2
to                                     6
monies                                 1
transactions                           1
congress                               1
percent                                2
initiatives                            1
by                                     2
accountability                         1
1,314                                  1
fraud                                 11
must                                   1
restitution                            1
more                                   3
level                                  3
prosecuted                             1
$1.3                                   1
any                                    1
care                                   1
action                                 1
three                                  1
mfcus                                  2
be                                     2
mfcu                                   7
financial                              1
control                                1
effectively                            1
get                                    1
such                                   2
billion                                1
agencies                               1
971                                    1
and                                    8
that                                   4
often                                  1
program                                3
than                                   2
involving                              1
examiners                              2
regulated                              1
this                                   1
75                                     1
legal                                  1
enforcement                            2
obtained                               1
other                                  1
can                                    2
have                                   1
state                                 14
participating                          1
way                                    2
from                                   3
complaints                             1
because                                1
id                                     1
federal                                3
various                                1
implement                              1
administrative                         1
individuals                            1
facilities                             1
office                                 1
law                                    1
detect                                 1
is                                     5
with                                   2
funding                                1
counter                                1
at                                     2
agency                                 1
provides                               1
as                                     1
helped                                 1
the                                   11
in                                     6
subsidizes                             1
units                                  1
medicaid                               8
manual                                 1
which                                  1
devised                                1
an                                     2
there                                  2
necessary                              1
local                                  1
act                                    1
their                                  2
1.1248                                 1

Totals:                    142       260
