Token                          Frequency
-----------------------------  ---------
person                                 2
individual                             1
for                                    1
rights                                 2
court                                  1
him                                    2
used                                   1
whether                                1
appointed                              1
of                                     4
requests                               1
informs                                1
time                                   1
any                                    1
says                                   1
mirandizes                             1
be                                     3
effectively                            1
form                                   2
questions                              1
he                                     3
witnessed                              1
and                                    1
that                                   2
present                                1
against                                1
will                                   1
attorney                               2
this                                   1
silent                                 1
face                                   1
stop                                   1
can                                    1
before                                 1
applicable                             1
mirandizing                            1
if                                     2
questioning                            2
law                                    1
answering                              1
may                                    2
•                                      4
is                                     3
it                                     1
signed                                 1
whatever                               1
a                                      2
at                                     1
the                                    2
should                                 1
in                                     2
remain                                 1
an                                     4
advice                                 2

Totals:                     54        82
